"call","qso_date","time_on","band","comment","n3fjp_computername","contest_id","cont","country","dxcc","cqz","class","freq","n3fjp_initials","ituz","mode","n3fjp_modecontest","operator","tx_pwr","pfx","qsl_sent","qsl_rcvd","arrl_sect","station_callsign","n3fjp_spcnum","state","n3fjp_stationid","n3fjp_transmitterid",
"W3MIE","20240623","174121","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","4A","14.02332","ALW","08","CW","CW","K6ZY","100","W3","N","N","WPA","W7AVM","WPA","PA","Shack-Main-Computer--ACER","0",
"W6SDM","20240623","174222","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02332","ALW","06","CW","CW","K6ZY","100","W6","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"W0DZ","20240623","174421","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.02332","ALW","07","CW","CW","K6ZY","100","W0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"KL7KC","20240623","174636","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","Alaska","6","01","4F","14.02332","ALW","01","CW","CW","K6ZY","100","KL7","N","N","AK","W7AVM","AK","AK","Shack-Main-Computer--ACER","0",
"W4NJA","20240623","174911","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02400","ALW","08","CW","CW","K6ZY","100","W4","N","N","KY","W7AVM","KY","KY","Shack-Main-Computer--ACER","0",
"VE7NSR","20240623","174913","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","Canada","1","03","1A","14.27398","DBM","02","SSB","PH","KK7MJR","100","VE7","N","N","BC","W7AVM","BC","BC","N7JP-DX","0",
"N6M","20240623","175015","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","03","3A","14.27904","DBM","06","SSB","PH","KK7MJR","100","N6","N","N","SJV","W7AVM","SJV","CA","N7JP-DX","0",
"VE3KP","20240623","175254","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","Canada","1","04","1D","14.02740","ALW","04","CW","CW","K6ZY","100","VE3","N","N","ONE","W7AVM","ONE","ON","Shack-Main-Computer--ACER","0",
"K3MJW","20240623","175659","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","4E","14.03011","ALW","08","CW","CW","K6ZY","100","K3","N","N","WPA","W7AVM","WPA","PA","Shack-Main-Computer--ACER","0",
"KK7PVM","20240623","175814","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1A","","RK","06","SSB","PH","K7MHJ","100","KK7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"N1DC","20240623","175955","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.03649","ALW","08","CW","CW","K6ZY","100","N1","N","N","EMA","W7AVM","EMA","MA","Shack-Main-Computer--ACER","0",
